CT.POS,CAMERA.ID,ORIENT,GAIT,DIST,FROM.HOLT,LOIT,TRIGGER,AIR
C,A,L,T,1,0,0,1,14.64
C,BS,L,T,1,0,0,0,14.64
C,BV,L,T,1,0,0,0,14.64
A,A,L,T,8,0,0,1,14.64
A,BS,L,T,8,0,0,0,14.64
A,BV,L,T,8,0,0,0,14.64
A,A,L,W,3,0,1,0,15.05
A,BS,L,W,3,0,1,1,15.05
A,BV,L,W,3,0,1,0,15.05
C,A,L,W,4,0,1,0,15.05
C,BS,L,W,4,0,1,0,15.05
C,BV,L,W,4,0,1,1,15.05
C,A,L,W,9,0,0,0,15.05
C,BS,L,W,9,0,0,0,15.05
C,BV,L,W,9,0,0,0,15.05
C,A,L,W,7,0,1,0,15.05
C,BS,L,W,7,0,1,0,15.05
C,BV,L,W,7,0,1,0,15.05
BL,A,L,W,1,0,1,0,15.05
BL,BS,L,W,1,0,1,0,15.05
BL,BV,L,W,1,0,1,0,15.05
BL,A,L,W,1,0,1,1,15.05
BL,BS,L,W,1,0,1,1,15.05
BL,BV,L,W,1,0,1,1,15.05
C,A,L,W,10,1,0,0,15.05
C,BS,L,W,10,1,0,0,15.05
C,BV,L,W,10,1,0,0,15.05
C,A,L,T,10,0,1,0,15
C,BS,L,T,10,0,1,0,15
C,BV,L,T,10,0,1,0,15
BW,A,P,W,1,1,1,0,15
BW,BS,P,W,1,1,1,1,15
BW,BV,P,W,1,1,1,0,15
BW,A,P,W,1,1,1,0,15
BW,BS,P,W,1,1,1,0,15
BW,BV,P,W,1,1,1,1,15
C,A,L,W,4,0,0,0,15
C,BS,L,W,4,0,0,0,15
C,BV,L,W,4,0,0,0,15
BW,A,P,T,1,0,0,0,15
BW,BS,P,T,1,0,0,0,15
BW,BV,P,T,1,0,0,0,15
A,A,L,R,3,0,0,0,15
A,BS,L,R,3,0,0,0,15
A,BV,L,R,3,0,0,0,15
C,A,L,R,4,0,0,0,15
C,BS,L,R,4,0,0,0,15
C,BV,L,R,4,0,0,0,15
C,A,L,W,4,0,0,0,14.37
C,BS,L,W,4,0,0,0,14.37
C,BV,L,W,4,0,0,0,14.37
A,A,L,W,1,0,0,1,14.37
A,BS,L,W,1,0,0,0,14.37
A,BV,L,W,1,0,0,0,14.37
BL,A,L,W,1,0,0,1,14.35
BL,BS,L,W,1,0,0,1,14.35
BL,BV,L,W,1,0,0,0,14.35
C,A,L,W,7,0,1,0,14.35
C,BS,L,W,7,0,1,0,14.35
C,BV,L,W,7,0,1,0,14.35
C,A,L,W,7,0,0,0,14.35
C,BS,L,W,7,0,0,0,14.35
C,BV,L,W,7,0,0,0,14.35
A,A,L,W,7,0,1,0,14.35
A,BS,L,W,7,0,1,0,14.35
A,BV,L,W,7,0,1,0,14.35
BL,A,L,W,1,1,0,1,5.09
BL,BS,L,W,1,1,0,1,5.09
BL,BV,L,W,1,1,0,1,5.09
C,A,L,T,7,0,0,0,5.09
C,BS,L,T,7,0,0,0,5.09
C,BV,L,T,7,0,0,0,5.09
BL,A,L,W,1,0,1,1,5.09
BL,BS,L,W,1,0,1,1,5.09
BL,BV,L,W,1,0,1,1,5.09
BW,A,P,W,1,0,0,1,5.09
BW,BS,P,W,1,0,0,1,5.09
BW,BV,P,W,1,0,0,1,5.09
C,A,L,W,8,0,0,0,5.09
C,BS,L,W,8,0,0,0,5.09
C,BV,L,W,8,0,0,0,5.09
C,A,L,W,3.5,0,1,1,8.2
C,BS,L,W,3.5,0,1,1,8.2
C,BV,L,W,3.5,0,1,1,8.2
A,A,L,W,3,0,1,1,8.2
A,BS,L,W,3,0,1,1,8.2
A,BV,L,W,3,0,1,1,8.2
C,A,L,W,9,0,0,0,11.52
C,BS,L,W,9,0,0,0,11.52
C,BV,L,W,9,0,0,0,11.52
BW,A,A,W,2.5,0,0,1,11.92
BW,BS,A,W,2.5,0,0,1,11.92
BW,BV,A,W,2.5,0,0,1,11.92
A,A,L,W,4,0,0,0,11.92
A,BS,L,W,4,0,0,1,11.92
A,BV,L,W,4,0,0,1,11.92
C,A,L,W,3,0,0,0,11.92
C,BS,L,W,3,0,0,1,11.92
C,BV,L,W,3,0,0,1,11.92
BL,A,L,W,1,1,0,1,11.92
BL,BS,L,W,1,1,0,1,11.92
BL,BV,L,W,1,1,0,1,11.92
C,A,L,R,4,0,0,1,11.92
C,BS,L,R,4,0,0,0,11.92
C,BV,L,R,4,0,0,1,11.92
A,A,L,R,2.5,1,0,1,11.92
A,BS,L,R,2.5,1,0,1,11.92
A,BV,L,R,2.5,1,0,1,11.92
C,A,L,R,4.5,1,0,1,11.92
C,BS,L,R,4.5,1,0,0,11.92
C,BV,L,R,4.5,1,0,0,11.92
BL,A,L,W,1,1,0,1,3.49
BL,BS,L,W,1,1,0,1,3.49
BL,BV,L,W,1,1,0,1,3.49
C,A,L,W,8,0,0,0,3.49
C,BS,L,W,8,0,0,0,3.49
C,BV,L,W,8,0,0,0,3.49
A,A,L,W,7,0,1,1,4.96
A,BS,L,W,7,0,1,0,4.96
A,BV,L,W,7,0,1,0,4.96
BL,A,L,W,1,0,0,1,4.96
BL,BS,L,W,1,0,0,1,4.96
BL,BV,L,W,1,0,0,1,4.96
BL,A,L,W,1,1,0,1,4.96
BL,BS,L,W,1,1,0,1,4.96
BL,BV,L,W,1,1,0,1,4.96
BL,A,L,W,1,1,0,1,4.96
BL,BS,L,W,1,1,0,1,4.96
BL,BV,L,W,1,1,0,1,4.96
A,A,L,T,6,1,0,1,4.96
A,BS,L,T,6,1,0,0,4.96
A,BV,L,T,6,1,0,0,4.96
C,A,L,T,4,0,0,1,4.96
C,BS,L,T,4,0,0,0,4.96
C,BV,L,T,4,0,0,0,4.96
C,A,L,T,7.5,0,0,0,8.94
C,BS,L,T,7.5,0,0,0,8.94
C,BV,L,T,7.5,0,0,0,8.94
C,A,L,W,7,0,0,0,8.94
C,BS,L,W,7,0,0,0,8.94
C,BV,L,W,7,0,0,0,8.94
C,A,L,W,7,0,0,0,8.94
C,BS,L,W,7,0,0,0,8.94
C,BV,L,W,7,0,0,1,8.94
C,A,L,W,10,0,0,0,8.65
C,BS,L,W,10,0,0,0,8.65
C,BV,L,W,10,0,0,0,8.65
BL,A,L,W,1,0,1,0,8.65
BL,BS,L,W,1,0,1,1,8.65
BL,BV,L,W,1,0,1,1,8.65
C,A,L,T,3.5,0,0,0,8.65
C,BS,L,T,3.5,0,0,1,8.65
C,BV,L,T,3.5,0,0,1,8.65
A,A,L,T,4,0,0,1,8.65
A,BS,L,T,4,0,0,0,8.65
A,BV,L,T,4,0,0,1,8.65
BL,A,L,W,1,0,1,1,8.65
BL,BS,L,W,1,0,1,0,8.65
BL,BV,L,W,1,0,1,1,8.65
BW,A,L,W,2,0,0,0,8.65
BW,BS,L,W,2,0,0,1,8.65
BW,BV,L,W,2,0,0,1,8.65
C,A,L,T,2,0,0,1,8.65
C,BS,L,T,2,0,0,1,8.65
C,BV,L,T,2,0,0,1,8.65
A,A,L,T,5,0,1,1,8.65
A,BS,L,T,5,0,1,0,8.65
A,BV,L,T,5,0,1,0,8.65
C,A,L,T,8,0,0,0,8.65
C,BS,L,T,8,0,0,0,8.65
C,BV,L,T,8,0,0,0,8.65
C,A,L,T,7,0,0,1,8.65
C,BS,L,T,7,0,0,0,8.65
C,BV,L,T,7,0,0,0,8.65
BL,A,L,T,1,1,0,1,1.46
BL,BS,L,T,1,1,0,1,1.46
BL,BV,L,T,1,1,0,1,1.46
BL,A,L,W,1,1,0,1,1.46
BL,BS,L,W,1,1,0,1,1.46
BL,BV,L,W,1,1,0,1,1.46
BW,A,P,W,1,1,0,0,1.46
BW,BS,P,W,1,1,0,0,1.46
BW,BV,P,W,1,1,0,0,1.46
C,A,L,R,8,0,0,0,1.46
C,BS,L,R,8,0,0,0,1.46
C,BV,L,R,8,0,0,1,1.46
C,A,L,R,8,0,0,0,1.46
C,BS,L,R,8,0,0,0,1.46
C,BV,L,R,8,0,0,0,1.46
C,A,L,R,8,0,0,0,1.46
C,BS,L,R,8,0,0,0,1.46
C,BV,L,R,8,0,0,0,1.46
BL,A,A,T,NA,0,1,0,1.46
BL,BS,A,T,NA,0,1,1,1.46
BL,BV,A,T,NA,0,1,1,1.46
BW,A,P,T,1,0,1,0,1.46
BW,BS,P,T,1,0,1,0,1.46
BW,BV,P,T,1,0,1,0,1.46
C,A,L,T,8,0,0,0,1.46
C,BS,L,T,8,0,0,0,1.46
C,BV,L,T,8,0,0,1,1.46
BL,A,L,W,1,0,0,1,1.46
BL,BS,L,W,1,0,0,1,1.46
BL,BV,L,W,1,0,0,1,1.46
C,A,L,T,8,0,0,0,1.46
C,BS,L,T,8,0,0,0,1.46
C,BV,L,T,8,0,0,0,1.46
C,A,L,T,1,0,0,0,4.69
C,BS,L,T,1,0,0,0,4.69
C,BV,L,T,1,0,0,0,4.69
A,A,L,T,6,0,0,0,4.69
A,BS,L,T,6,0,0,0,4.69
A,BV,L,T,6,0,0,0,4.69
BW,A,A,W,2.5,0,1,1,4.69
BW,BS,A,W,2.5,0,1,1,4.69
BW,BV,A,W,2.5,0,1,1,4.69
A,A,L,W,4,0,0,1,4.69
A,BS,L,W,4,0,0,0,4.69
A,BV,L,W,4,0,0,1,4.69
C,A,L,W,3,0,0,0,4.69
C,BS,L,W,3,0,0,1,4.69
C,BV,L,W,3,0,0,1,4.69
BL,A,L,W,1,0,0,0,4.69
BL,BS,L,W,1,0,0,0,4.69
BL,BV,L,W,1,0,0,1,4.69
A,A,L,R,3,1,0,1,4.69
A,BS,L,R,3,1,0,0,4.69
A,BV,L,R,3,1,0,1,4.69
BW,A,P,R,1,1,1,1,4.69
BW,BS,P,R,1,1,1,0,4.69
BW,BV,P,R,1,1,1,0,4.69
C,A,L,W,3,0,0,0,4.69
C,BS,L,W,3,0,0,1,4.69
C,BV,L,W,3,0,0,1,4.69
A,A,L,W,4,0,0,0,4.69
A,BS,L,W,4,0,0,0,4.69
A,BV,L,W,4,0,0,1,4.69
A,A,L,W,3,0,0,1,4.69
A,BS,L,W,3,0,0,1,4.69
A,BV,L,W,3,0,0,1,4.69
C,A,L,W,4,0,0,0,4.69
C,BS,L,W,4,0,0,1,4.69
C,BV,L,W,4,0,0,1,4.69
C,A,L,W,4,0,0,1,10.02
C,BS,L,W,4,0,0,0,10.02
C,BV,L,W,4,0,0,0,10.02
C,A,L,W,5,0,0,0,10.02
C,BS,L,W,5,0,0,0,10.02
C,BV,L,W,5,0,0,0,10.02
C,A,L,W,4,0,0,0,8.99
C,BS,L,W,4,0,0,0,8.99
C,BV,L,W,4,0,0,1,8.99
BL,A,L,W,1,0,0,1,8.99
BL,BS,L,W,1,0,0,1,8.99
BL,BV,L,W,1,0,0,1,8.99
A,A,L,T,3,0,1,1,8.99
A,BS,L,T,3,0,1,1,8.99
A,BV,L,T,3,0,1,1,8.99
C,A,L,T,3.5,0,1,1,8.99
C,BS,L,T,3.5,0,1,0,8.99
C,BV,L,T,3.5,0,1,1,8.99
A,A,L,W,3,0,0,1,8.99
A,BS,L,W,3,0,0,0,8.99
A,BV,L,W,3,0,0,1,8.99
C,A,L,W,4,0,0,0,8.99
C,BS,L,W,4,0,0,1,8.99
C,BV,L,W,4,0,0,0,8.99
A,A,L,T,3,0,1,1,8.99
A,BS,L,T,3,0,1,1,8.99
A,BV,L,T,3,0,1,1,8.99
C,A,L,T,3.5,0,0,1,8.99
C,BS,L,T,3.5,0,0,0,8.99
C,BV,L,T,3.5,0,0,1,8.99
BL,A,L,W,1,1,0,1,3.49
BL,BS,L,W,1,1,0,1,3.49
BL,BV,L,W,1,1,0,1,3.49
C,A,L,W,8,0,0,0,3.49
C,BS,L,W,8,0,0,0,3.49
C,BV,L,W,8,0,0,0,3.49
BL,A,L,W,1,0,0,1,4.96
BL,BS,L,W,1,0,0,1,4.96
BL,BV,L,W,1,0,0,1,4.96
BL,A,L,W,1,1,0,1,4.96
BL,BS,L,W,1,1,0,1,4.96
BL,BV,L,W,1,1,0,1,4.96
BL,A,L,W,1,1,0,1,4.96
BL,BS,L,W,1,1,0,1,4.96
BL,BV,L,W,1,1,0,1,4.96
A,A,L,T,6,1,0,1,4.96
A,BS,L,T,6,1,0,1,4.96
A,BV,L,T,6,1,0,0,4.96
C,A,L,T,4,0,0,1,4.96
C,BS,L,T,4,0,0,0,4.96
C,BV,L,T,4,0,0,0,4.96
C,A,L,T,7.5,0,0,0,8.94
C,BS,L,T,7.5,0,0,0,8.94
C,BV,L,T,7.5,0,0,0,8.94
C,A,L,W,7,0,0,0,8.94
C,BS,L,W,7,0,0,0,8.94
C,BV,L,W,7,0,0,0,8.94
C,A,L,W,7,0,0,0,8.94
C,BS,L,W,7,0,0,0,8.94
C,BV,L,W,7,0,0,1,8.94
C,A,L,W,10,0,0,NA,8.65
C,BS,L,W,10,0,0,NA,8.65
C,BV,L,W,10,0,0,NA,8.65
BL,A,L,W,1,0,1,0,8.65
BL,BS,L,W,1,0,1,1,8.65
BL,BV,L,W,1,0,1,1,8.65
C,A,L,T,3.5,0,0,0,8.65
C,BS,L,T,3.5,0,0,1,8.65
C,BV,L,T,3.5,0,0,1,8.65
A,A,L,T,4,0,0,1,8.65
A,BS,L,T,4,0,0,1,8.65
A,BV,L,T,4,0,0,1,8.65
BL,A,L,W,1,0,1,1,8.65
BL,BS,L,W,1,0,1,0,8.65
BL,BV,L,W,1,0,1,1,8.65
BW,A,L,W,2,0,0,0,8.65
BW,BS,L,W,2,0,0,1,8.65
BW,BV,L,W,2,0,0,1,8.65
C,A,L,T,2,0,0,1,8.65
C,BS,L,T,2,0,0,1,8.65
C,BV,L,T,2,0,0,1,8.65
A,A,L,T,5,0,1,1,8.65
A,BS,L,T,5,0,1,1,8.65
A,BV,L,T,5,0,1,0,8.65
C,A,L,T,8,0,0,0,8.65
C,BS,L,T,8,0,0,0,8.65
C,BV,L,T,8,0,0,0,8.65
C,A,L,T,7,0,0,1,8.65
C,BS,L,T,7,0,0,0,8.65
C,BV,L,T,7,0,0,0,8.65
BL,A,L,T,1,1,0,1,1.46
BL,BS,L,T,1,1,0,1,1.46
BL,BV,L,T,1,1,0,1,1.46
BL,A,L,W,1,1,0,1,1.46
BL,BS,L,W,1,1,0,1,1.46
BL,BV,L,W,1,1,0,1,1.46
BW,A,P,W,1,1,0,0,1.46
BW,BS,P,W,1,1,0,0,1.46
BW,BV,P,W,1,1,0,0,1.46
C,A,L,R,8,0,0,0,1.46
C,BS,L,R,8,0,0,0,1.46
C,BV,L,R,8,0,0,1,1.46
C,A,L,R,8,0,0,0,1.46
C,BS,L,R,8,0,0,0,1.46
C,BV,L,R,8,0,0,0,1.46
C,A,L,R,8,0,0,0,1.46
C,BS,L,R,8,0,0,0,1.46
C,BV,L,R,8,0,0,0,1.46
BL,A,A,T,NA,0,1,0,1.46
BL,BS,A,T,NA,0,1,1,1.46
BL,BV,A,T,NA,0,1,1,1.46
BW,A,P,T,1,0,1,0,1.46
BW,BS,P,T,1,0,1,0,1.46
BW,BV,P,T,1,0,1,0,1.46
C,A,L,T,8,0,0,0,1.46
C,BS,L,T,8,0,0,0,1.46
C,BV,L,T,8,0,0,1,1.46
BL,A,L,W,1,0,0,1,1.46
BL,BS,L,W,1,0,0,1,1.46
BL,BV,L,W,1,0,0,1,1.46
C,A,L,T,8,0,0,0,1.46
C,BS,L,T,8,0,0,0,1.46
C,BV,L,T,8,0,0,0,1.46
C,A,L,T,1,0,0,0,4.69
C,BS,L,T,1,0,0,0,4.69
C,BV,L,T,1,0,0,0,4.69
A,A,L,T,6,0,0,0,4.69
A,BS,L,T,6,0,0,1,4.69
A,BV,L,T,6,0,0,0,4.69
BW,A,A,W,2.5,0,1,1,4.69
BW,BS,A,W,2.5,0,1,1,4.69
BW,BV,A,W,2.5,0,1,1,4.69
A,A,L,W,4,0,0,1,4.69
A,BS,L,W,4,0,0,1,4.69
A,BV,L,W,4,0,0,1,4.69
C,A,L,W,3,0,0,0,4.69
C,BS,L,W,3,0,0,1,4.69
C,BV,L,W,3,0,0,1,4.69
BL,A,L,W,1,0,0,0,4.69
BL,BS,L,W,1,0,0,0,4.69
BL,BV,L,W,1,0,0,1,4.69
A,A,L,R,3,1,0,1,4.69
A,BS,L,R,3,1,0,1,4.69
A,BV,L,R,3,1,0,1,4.69
BW,A,P,R,1,1,1,1,4.69
BW,BS,P,R,1,1,1,0,4.69
BW,BV,P,R,1,1,1,0,4.69
C,A,L,W,3,0,0,0,4.69
C,BS,L,W,3,0,0,1,4.69
C,BV,L,W,3,0,0,1,4.69
A,A,L,W,4,0,0,0,4.69
A,BS,L,W,4,0,0,1,4.69
A,BV,L,W,4,0,0,1,4.69
A,A,L,W,3,0,0,1,4.69
A,BS,L,W,3,0,0,1,4.69
A,BV,L,W,3,0,0,1,4.69
C,A,L,W,4,0,0,0,4.69
C,BS,L,W,4,0,0,1,4.69
C,BV,L,W,4,0,0,1,4.69
C,A,L,W,2,1,0,1,4.69
C,BV,L,W,2,1,0,1,4.69
C,BS,L,W,2,1,0,0,4.69
C,A,L,T,5,0,1,1,6.42
C,BV,L,T,5,0,1,0,6.42
C,BS,L,T,5,0,1,0,6.42
A,A,L,T,2,0,1,1,6.42
A,BS,L,T,2,0,1,1,6.42
A,BV,L,T,2,0,1,1,6.42
A,A,L,R,3,0,0,1,6.42
A,BS,L,R,3,0,0,1,6.42
A,BV,L,R,3,0,0,1,6.42
C,A,L,R,4,0,0,1,6.42
C,BV,L,R,4,0,0,0,6.42
C,BS,L,R,4,0,0,0,6.42
A,A,L,R,3,0,0,1,6.42
A,BS,L,R,3,0,0,1,6.42
A,BV,L,R,3,0,0,0,6.42
C,A,L,R,4,0,0,0,6.42
C,BV,L,R,4,0,0,0,6.42
C,BS,L,R,4,0,0,0,6.42
C,A,L,R,7.5,0,0,0,6.42
C,BV,L,R,7.5,0,0,0,6.42
C,BS,L,R,7.5,0,0,0,6.42
A,A,L,R,1,0,0,1,6.42
A,BS,L,R,1,0,0,1,6.42
A,BV,L,R,1,0,0,1,6.42
C,A,L,W,7,0,0,0,6.42
C,BV,L,W,7,0,0,0,6.42
C,BS,L,W,7,0,0,0,6.42
A,A,L,T,6,0,1,1,6.42
A,BS,L,T,6,0,0,1,6.42
A,BV,L,T,6,0,0,0,6.42
C,A,L,T,1,0,0,1,6.42
C,BV,L,T,1,0,0,1,6.42
C,BS,L,T,1,0,0,1,6.42
BW,A,A,W,2.5,0,1,1,6.42
BW,BS,A,W,2.5,0,1,1,6.42
BW,BV,A,W,2.5,0,1,1,6.42
A,A,L,W,4,0,0,1,6.42
A,BS,L,W,4,0,0,1,6.42
A,BV,L,W,4,0,0,1,6.42
C,A,L,W,3,0,0,0,6.42
C,BV,L,W,3,0,0,0,6.42
C,BS,L,W,3,0,0,1,6.42
BL,A,L,W,1,1,0,1,6.58
BL,BS,L,W,1,1,0,1,6.58
BL,BV,L,W,1,1,0,1,6.58
C,A,L,W,8,0,0,0,7.05
C,BV,L,W,8,0,0,0,7.05
C,BS,L,W,8,0,0,0,7.05
C,A,L,W,7,0,0,0,7.05
C,BV,L,W,7,0,0,0,7.05
C,BS,L,W,7,0,0,0,7.05
C,A,L,T,7,0,0,1,6.69
C,BV,L,T,7,0,0,0,6.69
C,BS,L,T,7,0,0,0,6.69
A,A,L,T,3.5,0,1,1,6.69
A,BS,L,T,3.5,0,1,1,6.69
A,BV,L,T,3.5,0,1,1,6.69
C,A,L,T,3.5,0,0,0,6.69
C,BV,L,T,3.5,0,0,1,6.69
C,BS,L,T,3.5,0,0,0,6.69
A,A,L,W,3.5,1,0,1,6.31
A,BS,L,W,3.5,1,0,1,6.31
A,BV,L,W,3.5,1,0,1,6.31
C,A,L,W,3.5,1,0,1,6.31
C,BV,L,W,3.5,1,0,1,6.31
C,BS,L,W,3.5,1,0,1,6.31
A,A,L,W,8,0,1,0,6.31
A,BS,L,W,8,0,1,0,6.31
A,BV,L,W,8,0,1,0,6.31
C,A,L,T,1,0,0,1,6.31
C,BV,L,T,1,0,0,1,6.31
C,BS,L,T,1,0,0,1,6.31
BL,A,L,W,1,1,1,1,3.53
BL,BS,L,W,1,1,1,1,3.53
BL,BV,L,W,1,1,1,1,3.53
A,A,L,W,3.5,1,1,1,3.53
A,BS,L,W,3.5,1,0,1,3.53
A,BV,L,W,3.5,1,0,1,3.53
C,A,L,W,3.5,1,0,0,3.53
C,BV,L,W,3.5,1,0,1,3.53
C,A,L,T,10,1,0,0,3.53
C,BV,L,T,10,1,0,0,3.53
A,A,L,W,4,1,0,1,3.76
A,BS,L,W,4,1,0,1,3.76
A,BV,L,W,4,1,0,1,3.76
C,A,L,W,3,1,0,1,3.76
C,BV,L,W,3,1,0,1,3.76
BW,A,P,W,NA,1,0,1,3.76
BW,BS,P,W,NA,1,0,1,3.76
BW,BV,P,W,NA,1,0,1,3.76
A,A,L,T,4,1,0,1,3.76
A,BS,L,T,4,1,0,0,3.76
C,A,L,T,3,1,0,1,3.76
C,BV,L,T,3,1,0,1,3.76
C,A,L,T,7,0,0,0,3.76
C,BV,L,T,7,0,0,0,3.76
C,A,L,T,7,0,1,0,3.76
C,BV,L,T,7,0,1,0,3.76
C,A,L,T,7,0,1,0,4.25
C,BV,L,T,7,0,1,0,4.25
C,A,L,W,8,0,0,0,5.88
C,BV,L,W,8,0,0,0,5.88
BL,A,L,W,1,0,0,1,5.88
BL,BS,L,W,1,0,0,1,5.88
BL,BV,L,W,1,0,0,0,5.88
C,A,L,W,7,0,1,0,5.88
C,BV,L,W,7,0,1,0,5.88
BL,A,L,W,1,0,0,1,5.88
BL,BS,L,W,1,0,0,1,5.88
BL,BV,L,W,1,0,0,1,5.88
C,A,L,W,2,0,0,1,5.88
C,BV,L,W,2,0,0,1,5.88
C,A,L,W,7,0,0,0,8.01
C,BV,L,W,7,0,0,0,8.01
C,A,L,T,7,0,0,0,8.01
C,BV,L,T,7,0,0,0,8.01
BL,A,L,T,10,0,1,0,5.88
BL,BS,L,T,10,0,1,0,5.88
BL,BV,L,T,10,0,1,0,5.88
BL,A,L,T,10,0,1,1,8.01
BL,BS,L,T,10,0,1,0,8.01
BL,BV,L,T,10,0,1,0,8.01
A,A,L,T,1,1,1,1,2.91
A,BS,L,T,1,1,1,1,2.91
A,BV,L,T,1,1,1,1,2.91
A,A,L,W,3,1,1,1,2.91
A,BS,L,W,3,1,1,1,2.91
A,BV,L,W,3,1,1,1,2.91
C,A,L,R,7,1,1,0,2.91
C,BV,L,R,7,1,1,0,2.91
BL,A,L,W,1,1,1,1,6.48
BL,BS,L,W,1,1,1,1,6.48
BL,BV,L,W,1,1,1,1,6.48
A,A,L,W,2,1,0,1,6.48
A,BS,L,W,2,1,0,0,6.48
A,BV,L,W,2,1,0,1,6.48
C,A,L,W,5,1,0,0,6.48
C,BV,L,W,5,1,0,0,6.48
A,BS,L,W,3,0,0,1,7.13
A,BV,L,W,3,0,0,1,7.13
C,A,L,W,4,0,1,0,7.13
C,BS,L,W,4,0,1,1,7.13
C,BV,L,W,4,0,1,1,7.13
C,A,L,W,1,0,0,1,8.23
C,BS,L,W,1,0,0,1,8.23
C,BV,L,W,1,0,0,1,8.23
A,A,L,W,6,0,0,0,8.23
A,BS,L,W,6,0,0,1,8.23
A,BV,L,W,6,0,0,0,8.23
BW,A,A,W,2.5,0,0,1,8.23
BW,BS,A,W,2.5,0,0,1,8.23
BW,BV,A,W,2.5,0,0,1,8.23
C,A,L,T,2,0,0,1,8.23
C,BS,L,T,2,0,0,1,8.23
C,BV,L,T,2,0,0,1,8.23
A,A,L,T,5,0,1,1,8.23
A,BS,L,T,5,0,1,1,8.23
A,BV,L,T,5,0,1,0,8.23
BW,A,A,W,2.5,0,0,1,8.97
BW,BS,A,W,2.5,0,0,1,8.97
BW,BV,A,W,2.5,0,0,1,8.97
A,A,L,W,4,0,1,0,8.97
A,BS,L,W,4,0,1,1,8.97
A,BV,L,W,4,0,1,0,8.97
A,A,L,W,5,0,0,0,8.97
A,BS,L,W,5,0,0,1,8.97
A,BV,L,W,5,0,0,0,8.97
C,A,L,W,9,0,0,0,8.97
C,BS,L,W,9,0,0,0,8.97
C,BV,L,W,9,0,0,0,8.97
BW,A,P,W,NA,0,0,1,8.97
BW,BS,P,W,NA,0,0,1,8.97
BW,BV,P,W,NA,0,0,1,8.97
BW,A,A,W,2.5,0,0,1,8.97
BW,BS,A,W,2.5,0,0,1,8.97
BW,BV,A,W,2.5,0,0,1,8.97
C,A,L,W,3,0,0,0,8.97
C,BS,L,W,3,0,0,1,8.97
C,BV,L,W,3,0,0,1,8.97
A,A,L,W,4,0,0,0,8.97
A,BS,L,W,4,0,0,1,8.97
A,BV,L,W,4,0,0,1,8.97
C,A,L,R,3,1,0,1,8.97
C,BS,L,R,3,1,0,1,8.97
C,BV,L,R,3,1,0,1,8.97
A,A,L,R,4,1,0,1,8.97
A,BS,L,R,4,1,0,1,8.97
A,BV,L,R,4,1,0,1,8.97
BW,A,A,R,2.5,1,0,1,8.97
BW,BS,A,R,2.5,1,0,1,8.97
BW,BV,A,R,2.5,1,0,1,8.97
A,A,L,R,2,1,0,0,6.48
A,BS,L,R,2,1,0,1,6.48
A,BV,L,R,2,1,0,1,6.48
C,A,L,R,5,1,0,1,6.48
C,BV,L,R,5,1,0,0,6.48
BL,A,L,W,1,1,0,1,0.91
BL,BS,L,W,1,1,0,1,0.91
BL,BV,L,W,1,1,0,1,0.91
BL,A,L,T,7,1,0,1,0.91
BL,BS,L,T,7,1,0,1,0.91
BL,BV,L,T,7,1,0,0,0.91
A,A,L,T,1,1,0,1,0.91
A,BS,L,T,1,1,0,1,0.91
A,BV,L,T,1,1,0,1,0.91
C,A,L,T,6,1,0,1,0.91
C,BV,L,T,6,1,0,1,0.91
A,A,L,R,8,1,0,0,0.91
A,BS,L,R,8,1,0,0,0.91
A,BV,L,R,8,1,0,0,0.91
BL,A,L,W,1,1,1,1,0.91
BL,BS,L,W,1,1,1,1,0.91
BL,BV,L,W,1,1,1,1,0.91
BL,A,L,W,1,1,0,1,0.91
BL,BS,L,W,1,1,0,1,0.91
BL,BV,L,W,1,1,0,1,0.91
A,A,L,T,7,0,0,0,0.88
A,BV,L,T,7,0,0,0,0.88
C,A,L,T,1,0,0,1,0.88
C,BV,L,T,1,0,0,1,0.88
BL,A,L,T,6,1,0,0,0.88
BL,BS,L,T,6,1,0,0,0.88
BL,BV,L,T,6,1,0,0,0.88
BL,A,L,T,10,1,1,0,0.88
BL,BS,L,T,10,1,1,0,0.88
BL,BV,L,T,10,1,1,0,0.88
BL,A,L,W,1,1,0,1,0.86
BL,BS,L,W,1,1,0,1,0.86
BL,BV,L,W,1,1,0,1,0.86
BL,A,L,W,1,1,0,1,0.86
BL,BS,L,W,1,1,0,1,0.86
BL,BV,L,W,1,1,0,1,0.86
BL,A,L,T,1,1,0,0,0.86
BL,BS,L,T,1,1,0,1,0.86
BL,BV,L,T,1,1,0,0,0.86
BL,A,L,T,1,1,0,1,0.86
BL,BS,L,T,1,1,0,1,0.86
BL,BV,L,T,1,1,0,1,0.86
BL,A,L,W,1,1,0,1,3.54
BL,BS,L,W,1,1,0,1,3.54
BL,BV,L,W,1,1,0,1,3.54
BL,A,L,W,1,1,0,1,7.29
BL,BS,L,W,1,1,0,1,7.29
BL,BV,L,W,1,1,0,1,7.29
BW,A,P,T,NA,1,0,1,8.41
BW,BS,P,T,NA,1,0,1,8.41
BW,BV,P,T,NA,1,0,1,8.41
C,A,L,W,8,1,0,0,0.86
C,BV,L,W,8,1,0,0,0.86
A,A,L,W,2,1,0,1,6.57
A,BS,L,W,2,1,0,1,6.57
C,A,L,W,5,1,0,1,6.57
C,BV,L,W,5,1,0,1,6.57
C,A,L,W,7,1,0,0,6.57
